bamorder	seq_id	seq_key	ID	Site	habitat	Description	Site.class	Agric_eco.activity	Insecticide	Lat	long	Form	species	Ace.1	Duplitype	Ace.A	Ace.1B	Fam	Hex	FAM.HEX	X	VSGC	kdr_A	kdr_B	NY_Gene	bamid	phaseid
266	DW-Kof19	Kof19	Kof19	Koforidua	deciduous_forest	Roadside	Urban	Gardening	2	6.15469	0.27029	S	An. gambiae	GS		100	200	768.464	882.401	0.870878433		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Kof19.srt.dp.rg.bam	ind266
267	DW-Ash8	Ash8	Ash8	Ashaiman	coastal_savannah	Farm road	Small urban	Vegefarm	3	5.6953	0.05237	M	An. gambiae	GS		100	200	465.851	1525.99	0.305277885		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Ash8.srt.dp.rg.bam	ind267
268	DW-Dzo8	Dzo8	Dzo8	Dzorwulu	coastal_savannah	Farm road	Urban	Vegefarm	3	5.60499	0.20592	M	An. gambiae	GS		100	200	606.223	1453.056	0.417205531		LF	111	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Dzo8.srt.dp.rg.bam	ind268
269	101-DW-OBP1-5	OBP05	OBP05	Dunkwa-on-Offin	deciduous_forest	Mixed	Urban		NA	6.1986	-1.6569	S	An. gambiae	SS	D	NA	NA	8017.411	66.755	120.1020298		FF	NA	NA		/export/projects/III-data/lamberton/tdd3v/anopheles/bam/101-DW-OBP1-5.srt.dp.rg.bam	ind269
270	DW-Axi16	Axi16	Axi16	Axim	rainforest	Gutter	Urban	Rubber plantation	2	4.86384	2.23924	M	An. gambiae	GG		100	100	20.766	1660.335	0.012507115		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Axi16.srt.dp.rg.bam	ind270
271	DW-Axi1	Axi1	Axi1	Axim	rainforest	Gutter	Urban	Rubber plantation	2	4.86384	2.23924	M	An. gambiae	GG		100	100	29.71	1905.633	0.01559062		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Axi1.srt.dp.rg.bam	ind271
272	14-DW-Tar10	Tar10	Tar10	Tarkwa	rainforest	Gutter	Urban	Commercial mining	1	5.31382	1.99232	M	An. gambiae	GG		100	100	20.152	1720.521	0.011712731		LF	111	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/14-DW-Tar10.srt.dp.rg.bam	ind272
273	DW-Axi3	Axi3	Axi3	Axim	rainforest	Gutter	Urban	Rubber plantation	2	4.86384	2.23924	M	An. gambiae	GG		100	100	36.968	2327.112	0.015885785		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Axi3.srt.dp.rg.bam	ind273
274	DW-Bog11	Bog11	Bog11	Bogoso	rainforest	Roadside	Urban	Commercial mining	1	5.56853	2.0026	M	An. gambiae	GG		100	100	30.407	1821.783	0.016690791		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Bog11.srt.dp.rg.bam	ind274
275	DW-AdF3	AdF3	AdF3	Ada Foah	mangrove_swamp	Mixed	Small urban	Vegefarm	3	5.8035	0.6641	M	An. gambiae	GS		100	200	640.703	662.449	0.967173322		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-AdF3.srt.dp.rg.bam	ind275
276	DW-Axi14	Axi14	Axi14	Axim	rainforest	Gutter	Urban	Rubber plantation	2	4.86384	2.23924	M	An. gambiae	GG		100	100	30.478	2236.663	0.01362655		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Axi14.srt.dp.rg.bam	ind276
277	DW-Bog16	Bog16	Bog16	Bogoso	rainforest	Roadside	Urban	Commercial mining	1	5.56853	2.0026	M	An. gambiae	GG		100	100	41.353	2308.793	0.01791109		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Bog16.srt.dp.rg.bam	ind277
278	DW-Bog2	Bog2	Bog2	Bogoso	rainforest	Roadside	Urban	Commercial mining	1	5.56853	2.0026	M	An. gambiae	GG		100	100	35.297	1887.947	0.01869597		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Bog2.srt.dp.rg.bam	ind278
279	DW-Bog13	Bog13	Bog13	Bogoso	rainforest	Roadside	Urban	Commercial mining	1	5.56853	2.0026	S	An. gambiae	SS		200	200	1014.698	364.352	2.784938741		FF	222	222	NY	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Bog13.srt.dp.rg.bam	ind279
280	DW-Bog14	Bog14	Bog14	Bogoso	rainforest	Roadside	Urban	Commercial mining	1	5.56853	2.0026	M	An. gambiae	GG		100	100	142.543	2028.739	0.070261872		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Bog14.srt.dp.rg.bam	ind280
281	DW-Bog15	Bog15	Bog15	Bogoso	rainforest	Roadside	Urban	Commercial mining	1	5.56853	2.0026	S	An. gambiae	GS		100	200	913.568	894.763	1.021016739		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Bog15.srt.dp.rg.bam	ind281
282	DW-Bog18	Bog18	Bog18	Bogoso	rainforest	Roadside	Urban	Commercial mining	1	5.56853	2.0026	M	An. gambiae	GG		100	100	21.642	2231.048	0.009700374		LF	111	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Bog18.srt.dp.rg.bam	ind282
283	DW-Bog1	Bog1	Bog1	Bogoso	rainforest	Roadside	Urban	Commercial mining	1	5.56853	2.0026	M	An. gambiae	GG		100	100	32.085	2511.06	0.012777472		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Bog1.srt.dp.rg.bam	ind283
284	DW-Bog5	Bog5	Bog5	Bogoso	rainforest	Roadside	Urban	Commercial mining	1	5.56853	2.0026	S	An. gambiae	GG		100	100	92.254	2403.617	0.038381323		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Bog5.srt.dp.rg.bam	ind284
285	DW-Bog6	Bog6	Bog6	Bogoso	rainforest	Roadside	Urban	Commercial mining	1	5.56853	2.0026	S	An. gambiae	GS		100	200	1035.047	839.954	1.232266291		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Bog6.srt.dp.rg.bam	ind285
286	DW-Axi15	Axi15	Axi15	Axim	rainforest	Gutter	Urban	Rubber plantation	2	4.86384	2.23924	M	An. gambiae	GG		100	100	30.902	1721.827	0.017947215		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Axi15.srt.dp.rg.bam	ind286
287	DW-Bog8	Bog8	Bog8	Bogoso	rainforest	Roadside	Urban	Commercial mining	1	5.56853	2.0026	S	An. gambiae	GG		100	100	24.168	2744.857	0.00880483		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Bog8.srt.dp.rg.bam	ind287
288	15-DW-Tar11	Tar11	Tar11	Tarkwa	rainforest	Gutter	Urban	Commercial mining	1	5.31382	1.99232	M	An. gambiae	GG		100	100	19.62	2231.489	0.008792336		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/15-DW-Tar11.srt.dp.rg.bam	ind288
289	DW-Dod11	Dod11	Dod11	Dodowa	deciduous_forest	Farm road	Small urban	Vegefarm	3	5.89816	0.1012	S	An. gambiae	GG		100	100	10.703	2499.102	0.004282738		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Dod11.srt.dp.rg.bam	ind289
290	36-DW-Tub12	Tub12	Tub12	Tuba	coastal_savannah	Farm road	Urban	Vegefarm	3	5.5131	0.3867	S	An. gambiae	GS		100	200	610.139	973.333	0.626855352		LF	111	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/36-DW-Tub12.srt.dp.rg.bam	ind290
291	DW-Dod18	Dod18	Dod18	Dodowa	deciduous_forest	Farm road	Small urban	Vegefarm	3	5.89816	0.1012	S	An. gambiae	GG		100	100	26.408	2253.586	0.011718213		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Dod18.srt.dp.rg.bam	ind291
292	DW-Dzo10	Dzo10	Dzo10	Dzorwulu	coastal_savannah	Farm road	Urban	Vegefarm	3	5.60499	0.20592	M	An. gambiae	GS		100	200	664.948	924.775	0.719037604		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Dzo10.srt.dp.rg.bam	ind292
293	DW-Dzo15	Dzo15	Dzo15	Dzorwulu	coastal_savannah	Farm road	Urban	Vegefarm	3	5.60499	0.20592	S	An. gambiae	GS		100	200	885.857	530.384	1.670218182		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Dzo15.srt.dp.rg.bam	ind293
294	DW-Nsa6	Nsa6	Nsa6	Nsawan	deciduous_forest	Refuse damp	Small urban	Gardening	2	5.81674	0.3539	S	An. gambiae	GG		100	100	26.753	2124.129	0.012594809		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Nsa6.srt.dp.rg.bam	ind294
295	DW-Dzo1	Dzo1	Dzo1	Dzorwulu	coastal_savannah	Farm road	Urban	Vegefarm	3	5.60499	0.20592	S	An. gambiae	SS		200	200	899.48	256.46	3.507291585		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Dzo1.srt.dp.rg.bam	ind295
296	21-DW-Tak5	Tak5	Tak5	Takoradi	coastal_savannah	Roadside	Urban	Gardening	2	4.91081	1.75443	M	An. gambiae	GG		100	100	22.884	1889.493	0.012111185		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/21-DW-Tak5.srt.dp.rg.bam	ind296
297	DW-Dzo3	Dzo3	Dzo3	Dzorwulu	coastal_savannah	Farm road	Urban	Vegefarm	3	5.60499	0.20592	S	An. gambiae	GS		100	200	723.844	881.172	0.82145597		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Dzo3.srt.dp.rg.bam	ind297
298	DW-Dzo7	Dzo7	Dzo7	Dzorwulu	coastal_savannah	Farm road	Urban	Vegefarm	3	5.60499	0.20592	M	An. gambiae	GS		100	200	547.636	309.288	1.77063449		LF	111	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Dzo7.srt.dp.rg.bam	ind298
299	113-DW-OBP1-19	OBP19	OBP19	Dunkwa-on-Offin	deciduous_forest	Mixed	Urban		NA	6.1986	-1.6569	S	An. gambiae	GS	D	NA	NA	7515.294	1115.728	6.735776103		FF	NA	NA		/export/projects/III-data/lamberton/tdd3v/anopheles/bam/113-DW-OBP1-19.srt.dp.rg.bam	ind299
300	DW-Dzo9	Dzo9	Dzo9	Dzorwulu	coastal_savannah	Farm road	Urban	Vegefarm	3	5.60499	0.20592	S	An. gambiae	GS		100	200	856.969	1059.261	0.809025349		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Dzo9.srt.dp.rg.bam	ind300
301	DW-Enc14	Enc14	Enc14	Enchi	rainforest	Farm road	Small urban	Cocoa plantation	2	5.8232	2.822917	S	An. gambiae	GS		100	200	803.654	1499.075	0.536099928		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Enc14.srt.dp.rg.bam	ind301
302	DW-Enc2	Enc2	Enc2	Enchi	rainforest	Farm road	Small urban	Cocoa plantation	2	5.8232	2.822917	S	An. gambiae	GG		100	100	37.402	2103.393	0.017781746		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Enc2.srt.dp.rg.bam	ind302
303	DW-Bog12	Bog12	Bog12	Bogoso	rainforest	Roadside	Urban	Commercial mining	1	5.56853	2.0026	S	An. gambiae	SS		200	200	868.664	456.807	1.901599581		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Bog12.srt.dp.rg.bam	ind303
304	DW-Enc16	Enc16	Enc16	Enchi	rainforest	Farm road	Small urban	Cocoa plantation	2	5.8232	2.822917	S	An. gambiae	GG		100	100	41.697	2285.995	0.018240197		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Enc16.srt.dp.rg.bam	ind304
305	6-DW-Suh18	Suh18	Suh18	Suhum	deciduous_forest	Gutter	Small urban	Gardening	2	6.03496	0.457608	S	An. gambiae	GG		100	100	23.736	2333.493	0.010171875		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/6-DW-Suh18.srt.dp.rg.bam	ind305
306	DW-Enc17	Enc17	Enc17	Enchi	rainforest	Farm road	Small urban	Cocoa plantation	2	5.8232	2.822917	M				NA	NA						NA	NA		/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Enc17.srt.dp.rg.bam	ind306
307	DW-Enc18	Enc18	Enc18	Enchi	rainforest	Farm road	Small urban	Cocoa plantation	2	5.8232	2.822917	S				NA	NA						NA	NA		/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Enc18.srt.dp.rg.bam	ind307
308	DW-Enc4	Enc4	Enc4	Enchi	rainforest	Farm road	Small urban	Cocoa plantation	2	5.8232	2.822917	S	An. gambiae	GG		100	100	49.157	2773.471	0.017724		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Enc4.srt.dp.rg.bam	ind308
309	DW-Enc7	Enc7	Enc7	Enchi	rainforest	Farm road	Small urban	Cocoa plantation	2	5.8232	2.822917	M	An. gambiae	GG		100	100	23.233	2082.788	0.01115476		LF	111	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Enc7.srt.dp.rg.bam	ind309
310	DW-HA2	HA2	HA2	Half-Assini	coastal_savannah	Gutter	Urban	Coconut plantation	2	5.05133	2.88328	S	An. gambiae	GG		100	100	21.44	2135.64	0.010039145		FF	222	222	NY	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-HA2.srt.dp.rg.bam	ind310
311	DW-HA4	HA4	HA4	Half-Assini	coastal_savannah	Gutter	Urban	Coconut plantation	2	5.05133	2.88328	S	An. gambiae	GG		100	100	37.752	1804.157	0.020925008		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-HA4.srt.dp.rg.bam	ind311
312	DW-HA6	HA6	HA6	Half-Assini	coastal_savannah	Gutter	Urban	Coconut plantation	2	5.05133	2.88328	S	An. gambiae	GG		100	100	39.391	2979.332	0.01322142		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-HA6.srt.dp.rg.bam	ind312
313	DW-HA9	HA9	HA9	Half-Assini	coastal_savannah	Gutter	Urban	Coconut plantation	2	5.05133	2.88328	S	An. gambiae	GG		100	100	92.911	2046.026	0.045410469		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-HA9.srt.dp.rg.bam	ind313
